Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,6001622,6130851,6276701,6435199,6602316,6776035,6916181,7069581,7236392,7417197,7611701,7796740,7998860,8204491,8399321,8576655,8717344,8831479,8936411,9056929,9210106,9368391,9589590,9858972,10157048,10470997,10774238,11097403,11442735,11819379,12234496,12639818,13089270,13570992,14068569,14572492,15013913,15464001,15926721,16410574,16920569,17383113,17876409,18392309,18925569,19480889,20087890,20731443,21418878,22155324,22939553,23790734,24681239,25608377,26568102,27554656,28520789,29520968,30542916,31571710,
Ethiopia,ETH,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,,,,,49.2,,,,,,41.2,,,,,40.3,,,,
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.821,47.837,47.843,47.828,47.789,47.741,47.711,47.725,47.794,47.917,48.075,48.239,48.381,48.482,48.54,48.567,48.592,48.64,48.725,48.841,48.97,49.086,49.157,49.161,49.089,48.937,48.712,48.433,48.124,47.798,47.479,47.188,46.932,46.701,46.482,46.245,45.95,45.564,45.067,44.454,43.728,42.902,42.012,41.097,40.186,39.307,38.485,37.726,37.035,36.414,35.861,35.369,34.916,34.483,34.059,33.635,33.207,32.775,32.339,,
Ethiopia,ETH,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,,,,,,,,
Ethiopia,ETH,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388199806,,,,,,8.047599792,,,,,,,,5.482699871,,,,,,,
Ethiopia,ETH,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.60739899,,,,,,65.8852005,,,,,,,,74.42520142,,,,,,,
Ethiopia,ETH,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3219986,90.46399689,90.59100342,90.5719986,90.56600189,90.58799744,90.58000183,90.56199646,90.54299927,90.53700256,90.5530014,90.62200165,90.70300293,90.78600311,90.86100006,90.91799927,90.76899719,90.59799957,90.40599823,90.19799805,89.98200226,89.78099823,89.58499908,89.39900208,88.84500122,88.30500031,87.8809967,87.45700073,87.0719986,87.07700348,87.09300232
Ethiopia,ETH,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,,,,,,,,,
Ethiopia,ETH,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,
Ethiopia,ETH,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.024000168,9.045000076,9.168000221,9.251999855,9.350999832,9.48900032,9.583000183,9.644000053,9.758000374,9.576000214,9.416000366,9.223999977,9.017999649,8.904000282,8.793000221,9.107000351,9.442000389,9.798000336,10.15400028,10.56099987,10.97299957,11.3760004,11.81700039,12.08899975,12.37300014,12.65499973,12.94699955,13.20300007,13.46399975,13.72599983
Ethiopia,ETH,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.866999984,0.882000029,0.898999989,0.901000023,0.910000026,0.916000009,0.916000009,0.92900002,0.94599998,0.90200001,0.856999993,0.819000006,0.785000026,0.751999974,0.712000012,0.677999973,0.648000002,0.616999984,0.589999974,0.564999998,0.541999996,0.518999994,0.500999987,0.512000024,0.523000002,0.535000026,0.549000025,0.555999994,0.564999998,0.574000001
Ethiopia,ETH,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,,,3.03,,,,,
Ethiopia,ETH,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,,,,44.8,,,,,30.8,,,,,,29.1,,,,,26.8,,,,,
Ethiopia,ETH,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75442314,8.67550945,9.40337372,8.70952034,8.80430412,8.43322086,12.59143162,15.00599384,14.67568207,18.34067154,24.33772659,24.15821838,23.93460464,23.6340065,23.18753433,22.78116226,22.27505112,22.54247665,23.63518715,,
Ethiopia,ETH,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114538718,,,,,0.176331028,,,,,,,0.252484321,,,,1.434955746,,,,,
Ethiopia,ETH,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,5.2,,,,,,3.7,,,,,3,,,,
Ethiopia,ETH,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,5.4,,,,,4.3,,,,,3.7,3.6,,,,
Ethiopia,ETH,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85873,0.87773,0.89701,0.91674,0.9368,0.95729,0.97803,7.707050729,7.790081356,7.874655865,7.960389747,,,
Ethiopia,ETH,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,
Ethiopia,ETH,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,0.211,,,0.218,0.296,0.363,,,,,,,,,,,
Ethiopia,ETH,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,42000,52000,62000,73000,83000,92000,100000,110000,110000,120000,120000,120000,120000,120000,120000,110000,110000,100000,96000,89000,83000,76000,70000,65000,59000,55000,51000,47000,44000,
Ethiopia,ETH,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,54.3,55.4,56.2,57,57.7,58.3,58.9,59.4,59.9,60.4,60.9,61.3,61.7,62,62.2,62.4,62.5,62.6,62.6,62.6,62.6,62.6,62.6,62.5,62.5,62.5,62.6,62.6,62.7,
Ethiopia,ETH,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,1.8,,,,,,3.1,,,,,,,,,
Ethiopia,ETH,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,50,50,50,50,50,50,50,50,63.1,63.1,63.1,63.1,65.6,65.6,65.6,65.6,65.6,65.6,65.6,71.9,71.9,71.9,71.9,71.9,71.9,71.9,71.9,
Ethiopia,ETH,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,13.75969028,9.507040024,,,,,,,,8.755760193,,,8.037830353,9.266940117,,8.828009605,8.167770386,7.59856987,7.945849895,7.396619797,7.514790058,,,5.869070053,6.350029945,,,,6.149010181,6.087299824,7.611390114,7.546030045,6.770830154,9.473250389,10.31566048,,,,10,,,,,11.71450043,,,,,,
Ethiopia,ETH,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Progression to secondary school (%),SE.SEC.PROG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,89.11178,87.40837,,,,,,89.45978,88.98483,94.01904,,,96.22214,,,,,,99.05025,96.57825,95.47376,92.92521,90.63901,92.64234,89.48867,98.34591,,,91.44209,,,,,,
Ethiopia,ETH,"Secondary education, general pupils",SE.SEC.ENRL.GC,,,,,,,,,,,,126357,140691,161141,183045,188797,230908,281468,279584,324787,371306,426277,487179,535152,579834,602339,655517,742351,842750,873876,870262,858846,775211,712489,714622,747146,810604,889650,,1056379,1186963,1486806,1695955,1785655,2053593,2382129,2869032,3238978,3467133,3574877,3853280,4170276,4535121,,4404101,4676544,,4970565,,,
Ethiopia,ETH,Lower secondary school starting age (years),SE.SEC.AGES,,,,,,,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Ethiopia,ETH,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,11.16638,,,,,8.49241,9.87125,8.06502,,,,,7.53176,7.46555,8.59371,7.18692,,9.78891,12.62786,13.25976,13.58872,14.27586,11.52215,7.93153,7.30849,6.57392,6.16246,7.14443,6.69292,7.09652,9.1627,,7.80245,7.04709,,,,,
Ethiopia,ETH,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.33258,24.63089,24.1272,,,,,15.57176,17.27408,20.31181,,26.74153,29.31976,34.19589,38.47082,40.92992,42.06247,45.83056,57.21244,62.51473,67.71243,73.47839,73.60342,71.4706,75.02156,76.32373,,82.17773,81.45238,,,,,
Ethiopia,ETH,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,24.16227913,,,,,29.77894974,29.48715019,27.74546051,,,,,16.11125946,16.58403015,18.08773041,,,25.48167992,28.70981026,35.70632935,40.57268143,44.20898819,46.11616898,50.72365189,52.36487961,52.07971954,52.75725174,52.58724976,59.70196915,54.75452042,50.10128021,,53.75389099,55.21025848,,,,,
Ethiopia,ETH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.01135063,,,,,,,,,,35.90000153,29.8203392,,38.99597931,,,,,,,,,,51.7711792,,,
Ethiopia,ETH,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37934402,,,,,,8.18105285,,,,,12.69261557,,,,,
Ethiopia,ETH,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51447359,,,,,,13.24794851,,,,,23.15086113,,,,,
Ethiopia,ETH,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,,,,,,,,,,,,,,,,,,,,,,-14600000,-18200000,-28000000,-40400000,-68600000,-64746400,-97977200,-133700000,-166300000,-138787500,-152054500,-178731000,-411288100,-459716600,-377830300,-275355000,-629990500,-457059000,-394249700,-489935200,-426854400,-457904800,-567258300,-547601600,-309597900,-333346000,124783600,184302100,-433960800,-1395004800,-1120200000,-1659800000,-1942800000,-2914600000,-5275100000,-5122000000,-10884100000,-9850600000,-16541000000,
Ethiopia,ETH,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643061605,10.57872088,10.20102665,10.24969796,9.509533858,9.276221475,6.943667059,8.067863847,
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,228.6428095,224.4334075,235.6080119,221.7376625,190.8334276,202.7207022,223.5528161,217.5104515,209.6289014,208.0793816,186.5202695,164.3366023,179.4042089,178.8016898,183.5479031,199.9229923,200.0265547,187.5167341,191.5718802,197.4323051,207.7527052,204.9382059,194.8730701,215.1545622,233.9441905,252.2122882,273.4921198,294.8054278,312.0338494,341.5541149,369.2024078,389.9389667,419.1838603,449.4203771,482.6390663,514.0573068,548.4194805,570.6518252,602.6340693,
Ethiopia,ETH,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,,,,,,,,,,,,,,,,,,,,,,14290214600,15083593500,16781749000,15684815900,18635839800,19276503800,20605691000,21276497000,22447530700,23967895200,26648207500,28452013100,36254063500,37935116500,45213042300,50888622600,52244237300,50292934700,54103017900,62810885100,63591236800,62289110300,68767583200,79849768600,98822698100,1.22954E+11,1.61123E+11,2.33422E+11,3.18826E+11,3.57464E+11,4.75648E+11,6.90444E+11,7.96303E+11,9.74716E+11,1.19283E+12,1.4494E+12,1.70403E+12,2.06254E+12,2.53815E+12,
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,180.4831953,177.0171872,203.2443401,185.5287946,216.5152947,211.0889329,219.999295,217.9824602,220.9995258,222.9990143,238.2957936,171.7839929,139.7175329,96.70623016,94.14041237,105.2623457,103.3437103,86.40239447,93.90661341,97.57758282,94.88563205,80.93452977,72.08132714,92.44165314,117.0406566,145.3692664,177.1841932,244.7304619,290.1605536,261.2811661,263.71194,350.7393213,373.828312,422.7988235,472.2912821,520.9992301,547.3840425,561.9815619,,
Ethiopia,ETH,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,9.349719017,13.13393,7.770084243,7.950527716,5.197225294,8.111608014,7.344140656,8.082304966,8.070171159,9.463089011,9.024005852,12.27463005,11.95651667,18.86848752,26.2625273,23.81289823,22.7986574,26.34215905,16.57155509,15.67054634,15.41382123,19.785236,31.24021182,24.12289752,20.13540519,16.28698703,18.97786598,16.3396467,14.35455854,13.74398047,14.7902902,12.71928996,12.03856392,11.69579944,10.84030284,9.895181825,8.73552299,5.197645289,,
Ethiopia,ETH,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033980936,0.426439232,0.432820361,0.425217231,0.398195785,0.410310363,0.533877961,0.627105282,0.42315193,0.457741321,0.659766119,0.479064504,0.608895819,0.748001032,0.627459321,0.683873089,0.55511045,1.250838814,0.748372816,0.70509891,0.900753903,0.771898878,0.87762854,2.408051686,5.452037269,500,,,,,
Ethiopia,ETH,Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14485776000,16971321000,19656330000,21463581000,
Ethiopia,ETH,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2064107,4.213199996,20.18496208,21.85152975,0.047978606,-7.468505497,2.204038291,18.46389681,
Ethiopia,ETH,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9066566,73.34288775,76.48044416,84.13609607,92.99686401,100,107.6275046,114.2221598,112.0963761,
Ethiopia,ETH,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73088E+11,5.41536E+11,6.36901E+11,7.44846E+11,9.24725E+11,1.04227E+12,1.21937E+12,1.44469E+12,1.84807E+12,
Ethiopia,ETH,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,2.89,,2.1,,2.666667,,2.178113,,,,
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104751,0.0268132,0.0403466,0.0718099,0.0711148,0.209503,0.537852,1.10423,1.498,2.35723,4.75363,7.82063,15.6719,22.1337,26.8875,31.0823,41.9611,49.4424,37.2181,36.2007,36.2007,
Ethiopia,ETH,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.068792267,6.712951188,4.909817183,2.309495018,4.213340236,2.025994085,9.129798841,7.766374136,7.056164816,49.31619524,60.96868898,,
Ethiopia,ETH,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,78,76,80,90,105,116,111,101,106,119,122,126,167,239,269,240,280,333,306,418,425,380,399,403,417,333,455,355,429,465,298,189,169,199,372,422,417,587,561,467,486,455,480,496,678,903,1043,1277,1602,1618,2330,2875,3370,2973,3275,2914,2789,3022,2704,2761,
Ethiopia,ETH,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,7.79674166,15.78571429,14.0473301,16.7012987,12.79558592,17.61916646,18.21773486,19.60746211,20.42971595,13.82084095,22.86428237,23.46227953,17.90056949,16.84722222,25.71581007,19.14856478,30.29230022,23.73712026,21.70729305,23.43092041,25.81067864,25.37119947,20.49392512,21.29506076,21.82094941,28.72877757,26.89848269,26.38906125,23.4654223,30.88130095,24.90957542,20.92782071,21.63859267,24.84257401,29.99435526,23.21923724,16.23405973,18.9333643,20.87898345,25.01518619,16.76412406,20.0424639,,
Ethiopia,ETH,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.39930418,,84.58098593,66.64722555,77.33674912,70.97476822,65.44266506,74.2600138,72.34360762,71.07965554,71.99938287,67.85336499,77.34442338,61.33581782,71.59130379,69.07337504,66.3763987,67.75728885,71.01855908,68.28637627,76.58615523,75.02053979,76.2198724,73.63183053,,
Ethiopia,ETH,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.15,,,,,,12.11,13.48,,,,12.03,,10.05,10.36,10.24,10.48,9.96,,,12.14,,,12.13,,
Ethiopia,ETH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,1.53E-05,1.54E-05,1.49E-05,1.68E-05,1.40E-05,1.58E-05,1.35E-05,1.43E-05,1.23E-05,1.13E-05,4.91E-06,9.61E-06,1.12E-05,2.03E-05,2.04E-05,2.13E-05,1.98E-05,2.66E-05,2.60E-05,2.12E-05,2.75E-05,2.64E-05,3.69E-05,3.51E-05,4.03E-05,4.09E-05,3.60E-05,3.65E-05,2.86E-05,3.65E-05,3.68E-05,3.53E-05,3.16E-05,3.35E-05,3.04E-05,2.59E-05,2.30E-05,2.14E-05,1.81E-05,
Ethiopia,ETH,Rural population growth (annual %),SP.RUR.TOTL.ZG,,2.087794329,2.15763424,2.207299965,2.227616576,2.231198247,2.203217011,2.179369361,2.321935293,2.418118604,2.538186623,2.707378486,2.815984704,2.73768786,2.427544823,1.990418088,1.505397897,1.140453307,1.020560148,1.228377231,1.659785088,2.146538593,2.542686558,2.822055757,2.939543268,2.944422382,2.924538366,2.936749851,2.976502717,3.058987175,3.156436055,3.251035994,3.304334243,3.282849375,3.179445552,3.095454104,2.959064117,2.824478476,2.725375725,2.678714733,2.663584386,2.659864096,2.642598833,2.62449586,2.597053784,2.566096131,2.531799172,2.487597946,2.270220425,2.276599653,2.290319074,2.308201341,2.311654835,2.318640838,2.279072113,2.223862174,2.163009863,2.10785582,2.049939248,1.994796255,
